"","zipcode","total_population"
"10971","33785","3643"
"10972","33786","1350"
"10973","33801","22947"
"10974","33803","20026"
"10975","33805","18109"
"10976","33809","23548"
"10977","33810","37314"
"10978","33811","17843"
"10979","33812","11709"
"10980","33813","27640"
"10981","33815","10435"
"10982","33823","24093"
"10983","33825","18891"
"10984","33827","2240"
"10985","33830","21891"
"10986","33834","4954"
"10987","33837","16915"
"10988","33838","2955"
"10989","33839","2324"
"10990","33841","7370"
"10991","33843","8119"
"10992","33844","28229"
"10993","33847","194"
"10994","33848","582"
"10995","33849","746"
"10996","33850","5970"
"10997","33851","782"
"10998","33852","16804"
"10999","33853","8644"
"11000","33854","136"
"11001","33855","35"
"11002","33856","337"
"11003","33857","1302"
"11004","33859","8331"
"11005","33860","19416"
"11006","33865","635"
"11007","33867","77"
"11008","33868","8303"
"11009","33870","14605"
"11010","33872","11368"
"11011","33873","12040"
"11012","33875","9090"
"11013","33876","4008"
"11014","33877","218"
"11015","33880","30941"
"11016","33881","23028"
"11017","33884","23452"
"11018","33890","4364"
"11019","33896","5313"
"11020","33897","11810"
"11021","33898","12504"
"11022","33901","12431"
"11023","33903","14916"
"11024","33904","23271"
"11025","33905","23384"
"11026","33907","14240"
"11027","33908","27885"
"11028","33909","19401"
"11029","33912","12120"
"11030","33913","13491"
"11031","33914","30229"
"11032","33916","15128"
"11033","33917","21425"
"11034","33919","19897"
"11035","33920","4165"
"11036","33921","1292"
"11037","33922","3072"
"11038","33924","440"
"11039","33928","16246"
"11040","33930","933"
"11041","33931","6961"
"11042","33935","16198"
"11043","33936","14779"
"11044","33944","230"
"11045","33945","47"
"11046","33946","1768"
"11047","33947","6758"
"11048","33948","12490"
"11049","33950","15941"
"11050","33952","20950"
"11051","33953","4518"
"11052","33954","7660"
"11053","33955","7313"
"11054","33956","2821"
"11055","33957","5173"
"11056","33960","668"
"11057","33965","0"
"11058","33966","6703"
"11059","33967","18029"
"11060","33971","17166"
"11061","33972","9514"
"11062","33973","9066"
"11063","33974","10394"
"11064","33976","10796"
"11065","33980","7267"
"11066","33981","7875"
"11067","33982","6833"
"11068","33983","11300"
"11069","33990","23035"
"11070","33991","15190"
"11071","33993","17676"
"11072","34101","8"
"11073","34102","7397"
"11074","34103","9012"
"11075","34104","18152"
"11076","34105","10528"
"11077","34108","12951"
"11078","34109","17932"
"11079","34110","15771"
"11080","34112","18874"
"11081","34113","14473"
"11082","34114","10737"
"11083","34116","24775"
"11084","34117","12506"
"11085","34119","21742"
"11086","34120","23240"
"11087","34134","10831"
"11088","34135","29206"
"11089","34137","181"
"11090","34138","294"
"11091","34139","425"
"11092","34140","174"
"11093","34141","100"
"11094","34142","20161"
"11095","34145","13176"
"11096","34201","3016"
"11097","34202","17399"
"11098","34203","28087"
"11099","34205","21182"
"11100","34207","20614"
"11101","34208","26561"
"11102","34209","24233"
"11103","34210","10882"
"11104","34211","2417"
"11105","34212","13414"
"11106","34215","539"
"11107","34216","1128"
"11108","34217","3502"
"11109","34219","14871"
"11110","34221","31108"
"11111","34222","9292"
"11112","34223","12480"
"11113","34224","11455"
"11114","34228","5368"
"11115","34229","5923"
"11116","34231","20304"
"11117","34232","23168"
"11118","34233","12691"
"11119","34234","13326"
"11120","34235","10015"
"11121","34236","6774"
"11122","34237","10587"
"11123","34238","12887"
"11124","34239","10338"
"11125","34240","10312"
"11126","34241","11803"
"11127","34242","6426"
"11128","34243","18763"
"11129","34251","5051"
"11130","34266","21554"
"11131","34268","123"
"11132","34269","2822"
"11133","34275","12507"
"11134","34285","11826"
"11135","34286","15601"
"11136","34287","18288"
"11137","34288","9235"
"11138","34289","1790"
"11139","34291","6149"
"11140","34292","10178"
"11141","34293","25686"
"11142","34420","12884"
"11143","34428","6958"
"11144","34429","6201"
"11145","34431","6362"
"11146","34432","9724"
"11147","34433","5430"
"11148","34434","6763"
"11149","34436","6034"
"11150","34442","11669"
"11151","34445","36"
"11152","34446","12979"
"11153","34448","7875"
"11154","34449","2009"
"11155","34450","7682"
"11156","34452","9078"
"11157","34453","7862"
"11158","34461","7645"
"11159","34465","12345"
"11160","34470","12923"
"11161","34471","19193"
"11162","34472","21671"
"11163","34473","14617"
"11164","34474","11425"
"11165","34475","8146"
"11166","34476","17386"
"11167","34479","10715"
"11168","34480","16238"
"11169","34481","13275"
"11170","34482","14562"
"11171","34484","2621"
"11172","34488","7863"
"11173","34491","22408"
"11174","34498","400"
"11175","34601","16987"
"11176","34602","6113"
"11177","34604","7468"
"11178","34606","20344"
"11179","34607","6515"
"11180","34608","25396"
"11181","34609","31778"
"11182","34610","10562"
"11183","34613","13909"
"11184","34614","5730"
"11185","34637","4418"
"11186","34638","17697"
"11187","34639","21141"
"11188","34652","17149"
"11189","34653","21988"
"11190","34654","17653"
"11191","34655","32127"
"11192","34661","232"
"11193","34667","23715"
"11194","34668","31872"
"11195","34669","10186"
"11196","34677","16715"
"11197","34679","68"
"11198","34681","1078"
"11199","34683","25444"
"11200","34684","18546"
"11201","34685","14659"
"11202","34688","6162"
"11203","34689","19898"
"11204","34690","9593"
"11205","34691","15991"
"11206","34695","13781"
"11207","34698","26094"
"11208","34705","2099"
"11209","34711","44710"
"11210","34714","12003"
"11211","34715","12569"
"11212","34731","8821"
"11213","34734","3376"
"11214","34736","12048"
"11215","34737","2117"
"11216","34739","650"
"11217","34741","31642"
"11218","34743","29575"
"11219","34744","36577"
"11220","34746","29493"
"11221","34747","11213"
"11222","34748","29545"
"11223","34753","4724"
"11224","34756","2609"
"11225","34758","27823"
"11226","34759","26737"
"11227","34760","766"
"11228","34761","32176"
"11229","34762","513"
"11230","34769","16587"
"11231","34771","12485"
"11232","34772","20063"
"11233","34773","2591"
"11234","34785","8531"
"11235","34786","24829"
"11236","34787","38953"
"11237","34788","13665"
"11238","34797","1080"
"11239","34945","3420"
"11240","34946","4811"
"11241","34947","9977"
"11242","34949","5088"
"11243","34950","11162"
"11244","34951","11045"
"11245","34952","28213"
"11246","34953","53796"
"11247","34956","6575"
"11248","34957","16097"
"11249","34972","14682"
"11250","34974","18360"
"11251","34981","3226"
"11252","34982","19363"
"11253","34983","32316"
"11254","34984","11770"
"11255","34986","19406"
"11256","34987","5254"
"11257","34990","23454"
"11258","34994","10137"
"11259","34996","7557"
"11260","34997","31404"
"11261","35004","8884"
"11262","35005","6749"
"11263","35006","2695"
"11264","35007","22886"
"11265","35010","16995"
"11266","35013","115"
"11267","35014","3464"
"11268","35016","14007"
"11269","35019","1828"
"11270","35020","21642"
"11271","35022","15967"
"11272","35023","20369"
"11273","35031","6849"
"11274","35032","55"
"11275","35033","2969"
"11276","35034","3056"
"11277","35035","1375"
"11278","35036","239"
"11279","35040","12699"
"11280","35042","4781"
"11281","35043","8349"
"11282","35044","6501"
"11283","35045","12194"
"11284","35046","4398"
"11285","35049","3524"
"11286","35051","6782"
"11287","35052","32"
"11288","35053","2173"
"11289","35054","3489"
"11290","35055","15174"
"11291","35057","11021"
"11292","35058","8470"
"11293","35060","335"
"11294","35061","1248"
"11295","35062","7047"
"11296","35063","3368"
"11297","35064","8788"
"11298","35068","5775"
"11299","35070","229"
"11300","35071","13082"
"11301","35072","4325"
"11302","35073","1963"
"11303","35074","77"
"11304","35077","10540"
"11305","35078","1797"
"11306","35079","7761"
"11307","35080","14256"
"11308","35082","7"
"11309","35083","2821"
"11310","35085","7781"
"11311","35087","1817"
"11312","35089","1865"
"11313","35091","2485"
"11314","35094","11777"
"11315","35096","6542"
"11316","35097","1547"
"11317","35098","1195"
"11318","35111","14229"
"11319","35112","679"
"11320","35114","6390"
"11321","35115","10548"
"11322","35116","3771"
"11323","35117","4818"
"11324","35118","2728"
"11325","35119","92"
"11326","35120","12369"
"11327","35121","13007"
"11328","35124","19531"
"11329","35125","8631"
"11330","35126","19437"
"11331","35127","8829"
"11332","35128","8592"
"11333","35130","2728"
"11334","35131","3559"
"11335","35133","3435"
"11336","35135","1556"
"11337","35136","1384"
"11338","35139","111"
"11339","35143","2728"
"11340","35146","8516"
"11341","35147","4806"
"11342","35148","2215"
"11343","35149","518"
"11344","35150","14829"
"11345","35151","6541"
"11346","35160","20098"
"11347","35171","2872"
"11348","35172","2561"
"11349","35173","22675"
"11350","35175","4323"
"11351","35176","770"
"11352","35178","2882"
"11353","35179","7744"
"11354","35180","12110"
"11355","35183","612"
"11356","35184","5057"
"11357","35186","4319"
"11358","35187","22"
"11359","35188","2357"
"11360","35203","970"
"11361","35204","7448"
"11362","35205","7900"
"11363","35206","13352"
"11364","35207","7349"
"11365","35208","12192"
"11366","35209","19683"
"11367","35210","10513"
"11368","35211","19865"
"11369","35212","8440"
"11370","35213","10740"
"11371","35214","16212"
"11372","35215","39317"
"11373","35216","27530"
"11374","35217","11159"
"11375","35218","5828"
"11376","35221","3822"
"11377","35222","5091"
"11378","35223","9672"
"11379","35224","5051"
"11380","35226","27050"
"11381","35228","8521"
"11382","35229","0"
"11383","35233","462"
"11384","35234","3999"
"11385","35235","15940"
"11386","35242","41485"
"11387","35243","13113"
"11388","35244","27393"
"11389","35254","141"
"11390","35401","16341"
"11391","35404","13945"
"11392","35405","29160"
"11393","35406","11292"
"11394","35441","837"
"11395","35442","4003"
"11396","35443","1616"
"11397","35444","3115"
"11398","35446","1940"
"11399","35447","2680"
"11400","35452","3403"
"11401","35453","9344"
"11402","35456","3251"
"11403","35457","65"
"11404","35458","513"
"11405","35459","688"
"11406","35460","701"
"11407","35461","1633"
"11408","35462","4113"
"11409","35463","1510"
"11410","35464","553"
"11411","35466","5287"
"11412","35469","178"
"11413","35470","3623"
"11414","35473","12118"
"11415","35474","5303"
"11416","35475","13021"
"11417","35476","5396"
"11418","35477","263"
"11419","35480","1150"
"11420","35481","2976"
"11421","35490","3306"
"11422","35501","7903"
"11423","35503","7819"
"11424","35504","11460"
"11425","35540","2066"
"11426","35541","3060"
"11427","35542","888"
"11428","35543","983"
"11429","35544","567"
"11430","35545","77"
"11431","35546","3331"
"11432","35548","1287"
"11433","35549","3599"
"11434","35550","4534"
"11435","35552","892"
"11436","35553","3780"
"11437","35554","989"
"11438","35555","8217"
"11439","35559","50"
"11440","35563","3524"
"11441","35564","1951"
"11442","35565","11104"
"11443","35570","8726"
"11444","35571","763"
"11445","35572","989"
"11446","35574","1252"
"11447","35575","876"
"11448","35576","2738"
"11449","35577","30"
"11450","35578","5019"
"11451","35579","2659"
"11452","35580","3178"
"11453","35581","4940"
"11454","35582","3389"
"11455","35584","398"
"11456","35585","1268"
"11457","35586","3764"
"11458","35587","860"
"11459","35592","3764"
"11460","35593","1656"
"11461","35594","6399"
"11462","35601","26332"
"11463","35603","25838"
"11464","35610","1959"
"11465","35611","19942"
"11466","35613","16252"
"11467","35614","6470"
"11468","35615","53"
"11469","35616","3398"
"11470","35618","1515"
"11471","35619","4466"
"11472","35620","7743"
"11473","35621","2520"
"11474","35622","6119"
"11475","35630","22012"
"11476","35633","18145"
"11477","35634","8593"
"11478","35640","20962"
"11479","35643","2502"
"11480","35645","12405"
"11481","35646","3945"
"11482","35647","894"
"11483","35648","3179"
"11484","35649","65"
"11485","35650","11816"
"11486","35651","1173"
"11487","35652","6880"
"11488","35653","9221"
"11489","35654","7386"
"11490","35660","6994"
"11491","35661","13950"
"11492","35670","6651"
"11493","35671","1765"
"11494","35672","5596"
"11495","35673","7259"
"11496","35674","15142"
"11497","35677","1625"
"11498","35739","4455"
"11499","35740","2906"
"11500","35741","2527"
"11501","35744","2126"
"11502","35745","244"
"11503","35746","767"
"11504","35747","5105"
"11505","35748","5455"
"11506","35749","18533"
"11507","35750","11226"
"11508","35751","227"
"11509","35752","1734"
"11510","35754","4454"
"11511","35755","483"
"11512","35756","8020"
"11513","35757","11214"
"11514","35758","35805"
"11515","35759","5742"
"11516","35760","4251"
"11517","35761","10232"
"11518","35763","12975"
"11519","35764","545"
"11520","35765","3448"
"11521","35766","122"
"11522","35768","9392"
"11523","35769","7994"
"11524","35771","3091"
"11525","35772","3969"
"11526","35773","11272"
"11527","35774","94"
"11528","35775","519"
"11529","35776","2956"
"11530","35801","14824"
"11531","35802","16369"
"11532","35803","21750"
"11533","35805","15210"
"11534","35806","13728"
"11535","35808","1072"
"11536","35810","23257"
"11537","35811","21428"
"11538","35816","8804"
"11539","35824","4389"
"11540","35896","0"
"11541","35901","14972"
"11542","35903","14501"
"11543","35904","11380"
"11544","35905","5367"
"11545","35906","8095"
"11546","35907","7437"
"11547","35950","17276"
"11548","35951","11091"
"11549","35952","6612"
"11550","35953","6264"
"11551","35954","10335"
"11552","35956","7712"
"11553","35957","13020"
"11554","35958","3156"
"11555","35959","4055"
"11556","35960","8182"
"11557","35961","5430"
"11558","35962","7221"
"11559","35963","1468"
"11560","35966","3382"
"11561","35967","13892"
"11562","35968","3709"
"11563","35971","4020"
"11564","35972","991"
"11565","35973","2451"
"11566","35974","1317"
"11567","35975","910"
"11568","35976","13100"
"11569","35978","4639"
"11570","35979","1235"
"11571","35980","4545"
"11572","35981","1849"
"11573","35983","3189"
"11574","35984","1522"
"11575","35986","6610"
"11576","35987","2289"
"11577","35988","1703"
"11578","35989","3146"
"11579","35990","26"
"11580","36003","1635"
"11581","36005","1270"
"11582","36006","1155"
"11583","36009","2135"
"11584","36010","3729"
"11585","36013","522"
"11586","36016","2839"
"11587","36017","1597"
"11588","36020","997"
"11589","36022","10262"
"11590","36024","4634"
"11591","36025","2821"
"11592","36026","928"
"11593","36027","13525"
"11594","36028","1436"
"11595","36029","582"
"11596","36030","410"
"11597","36031","128"
"11598","36032","1982"
"11599","36033","3446"
"11600","36034","675"
"11601","36035","1573"
"11602","36036","1665"
"11603","36037","11586"
"11604","36038","50"
"11605","36039","215"
"11606","36040","3340"
"11607","36041","1121"
"11608","36042","1323"
"11609","36043","3139"
"11610","36046","1279"
"11611","36047","1192"
"11612","36048","1218"
"11613","36049","4626"
"11614","36051","1979"
"11615","36052","661"
"11616","36053","1595"
"11617","36054","12984"
"11618","36064","6124"
"11619","36066","16151"
"11620","36067","23315"
"11621","36069","1562"
"11622","36071","646"
"11623","36075","1883"
"11624","36078","11106"
"11625","36079","7141"
"11626","36080","1922"
"11627","36081","10306"
"11628","36082","0"
"11629","36083","7066"
"11630","36088","2279"
"11631","36089","5701"
"11632","36091","3126"
"11633","36092","16253"
